@RELATION music_speech
@ATTRIBUTE RMS_MEAN_TIME NUMERIC
@ATTRIBUTE PAR_MEAN_TIME NUMERIC
@ATTRIBUTE ZCR_MEAN_TIME NUMERIC
@ATTRIBUTE MAD_MEAN_TIME NUMERIC
@ATTRIBUTE MEAN_AD_MEAN_TIME NUMERIC
@ATTRIBUTE RMS_STD_TIME NUMERIC
@ATTRIBUTE PAR_STD_TIME NUMERIC
@ATTRIBUTE ZCR_STD_TIME NUMERIC
@ATTRIBUTE MAD_STD_TIME NUMERIC
@ATTRIBUTE MEAN_AD_STD_TIME NUMERIC
@ATTRIBUTE SC_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SRO_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SFM_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SC_STD_SPECTRAL NUMERIC
@ATTRIBUTE SRO_STD_SPECTRAL NUMERIC
@ATTRIBUTE SFM_STD_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_STD_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_STD_SPECTRAL NUMERIC
@ATTRIBUTE MFCC_0 NUMERIC
@ATTRIBUTE MFCC_1 NUMERIC
@ATTRIBUTE MFCC_2 NUMERIC
@ATTRIBUTE MFCC_3 NUMERIC
@ATTRIBUTE MFCC_4 NUMERIC
@ATTRIBUTE MFCC_5 NUMERIC
@ATTRIBUTE MFCC_6 NUMERIC
@ATTRIBUTE MFCC_7 NUMERIC
@ATTRIBUTE MFCC_8 NUMERIC
@ATTRIBUTE MFCC_9 NUMERIC
@ATTRIBUTE MFCC_10 NUMERIC
@ATTRIBUTE MFCC_11 NUMERIC
@ATTRIBUTE MFCC_12 NUMERIC
@ATTRIBUTE MFCC_13 NUMERIC
@ATTRIBUTE MFCC_14 NUMERIC
@ATTRIBUTE MFCC_15 NUMERIC
@ATTRIBUTE MFCC_16 NUMERIC
@ATTRIBUTE MFCC_17 NUMERIC
@ATTRIBUTE MFCC_18 NUMERIC
@ATTRIBUTE MFCC_19 NUMERIC
@ATTRIBUTE MFCC_20 NUMERIC
@ATTRIBUTE MFCC_21 NUMERIC
@ATTRIBUTE MFCC_22 NUMERIC
@ATTRIBUTE MFCC_23 NUMERIC
@ATTRIBUTE MFCC_24 NUMERIC
@ATTRIBUTE MFCC_25 NUMERIC
@ATTRIBUTE MFCC_26 NUMERIC
@ATTRIBUTE MFCC_27 NUMERIC
@ATTRIBUTE MFCC_28 NUMERIC
@ATTRIBUTE MFCC_29 NUMERIC
@ATTRIBUTE MFCC_30 NUMERIC
@ATTRIBUTE MFCC_31 NUMERIC
@ATTRIBUTE MFCC_32 NUMERIC
@ATTRIBUTE MFCC_33 NUMERIC
@ATTRIBUTE MFCC_34 NUMERIC
@ATTRIBUTE MFCC_35 NUMERIC
@ATTRIBUTE MFCC_36 NUMERIC
@ATTRIBUTE MFCC_37 NUMERIC
@ATTRIBUTE MFCC_38 NUMERIC
@ATTRIBUTE MFCC_39 NUMERIC
@ATTRIBUTE MFCC_40 NUMERIC
@ATTRIBUTE MFCC_41 NUMERIC
@ATTRIBUTE MFCC_42 NUMERIC
@ATTRIBUTE MFCC_43 NUMERIC
@ATTRIBUTE MFCC_44 NUMERIC
@ATTRIBUTE MFCC_45 NUMERIC
@ATTRIBUTE MFCC_46 NUMERIC
@ATTRIBUTE MFCC_47 NUMERIC
@ATTRIBUTE MFCC_48 NUMERIC
@ATTRIBUTE MFCC_49 NUMERIC
@ATTRIBUTE MFCC_50 NUMERIC
@ATTRIBUTE MFCC_51 NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.130499,2.977842,0.115189,0.088228,0.104044,0.067776,0.466793,0.037558,0.048927,0.055867,88.258727,160.336434,0.239095,11.621183,130.159295,22.648724,48.053507,0.089721,2.918811,120.146339,33.201681,-8.66727,-9.361388,-2.758352,-2.257224,-0.279005,0.565747,-0.167854,-1.273295,-0.960261,0.06606,0.553094,0.703865,0.297457,0.491185,-0.129428,-0.601225,-0.814748,-0.255572,0.349747,0.43225,0.372325,0.452186,0.516878,0.430441,0.028054,24.485965,4.916254,3.478564,2.253215,1.888086,1.90767,1.782216,1.870227,1.657633,1.504205,1.601013,1.461595,1.293545,1.147141,1.267374,1.531117,1.595298,1.457871,1.154039,1.39333,1.176707,1.04087,0.899606,0.925739,0.998841,1.068247,music
0.082164,2.805943,0.041259,0.056513,0.065726,0.028468,0.395872,0.019763,0.023496,0.024369,41.410022,87.674419,0.086466,11.418419,48.771384,11.220843,31.806723,0.024256,2.299857,30.341339,9.52636,5.700999,-6.865255,4.947525,-0.548534,-0.247246,-0.14304,-1.012622,-1.082178,-0.602037,-0.566299,-0.323854,0.413509,0.415634,0.133784,0.227988,0.114864,0.184645,0.031484,0.049524,-0.100576,-0.220877,0.184525,0.192867,0.034006,-0.058467,10.104183,3.080579,3.184678,2.621058,1.948592,1.426093,1.462422,1.238887,1.140345,0.998085,0.94598,0.995393,0.788597,0.812556,0.670949,0.720874,0.626162,0.824769,0.710968,0.615174,0.595345,0.631819,0.599602,0.564002,0.528764,0.524717,music
0.146923,3.152529,0.106537,0.097201,0.11642,0.061695,0.608467,0.066444,0.042769,0.049398,101.167206,210.775194,0.335107,10.649104,168.094926,38.043928,75.237066,0.135723,2.521101,186.835872,43.855117,-10.538376,-3.438958,-0.400859,-1.227358,0.574468,-1.834622,-0.638464,-0.582253,-0.129286,-0.027491,0.373015,0.269362,0.362393,0.707626,0.424277,0.06818,-0.257097,-0.702163,-0.386592,-0.703253,-0.500354,-0.063458,-0.174066,-0.082889,-0.045317,14.001343,5.926496,3.603275,2.375198,2.260217,2.049709,2.111156,1.701147,1.632059,1.268752,1.27489,1.381643,1.329851,1.273022,1.306631,1.116876,0.982857,0.871122,1.072232,0.998655,0.883359,0.829733,0.740423,0.670455,0.672439,0.675343,music
0.036574,2.755492,0.052586,0.023901,0.02748,0.018262,0.328939,0.021937,0.014761,0.016155,51.599799,102.651938,0.149843,13.014362,21.274337,10.14324,24.212988,0.030783,2.375067,12.891411,-2.240336,-1.224756,-4.72042,0.575134,-0.941445,-1.869121,-0.401736,0.617103,0.195807,0.366599,-0.761995,-0.388864,-0.015465,0.480966,0.816426,0.952032,0.16093,-0.233838,-0.473951,-0.011255,0.137422,-0.148967,-0.148213,0.295738,0.276753,0.174819,10.69448,2.815459,3.017125,1.751444,1.367451,1.422438,1.229159,1.377131,1.320475,1.0573,1.144766,1.076602,1.285618,1.054304,1.166102,1.356131,1.01705,0.866024,0.846492,0.927392,0.907625,0.859732,0.877502,0.771066,0.878242,0.95563,music
0.044435,2.775838,0.061887,0.03063,0.034812,0.016192,0.359866,0.031918,0.013234,0.014183,50.228331,86.657364,0.133103,11.602684,24.908595,19.484592,46.246681,0.053432,2.559396,20.552062,1.474336,0.992915,-3.443345,-2.474775,-2.274307,-1.706031,-1.449458,-0.386986,-0.597605,0.385498,0.026888,0.430187,0.09382,0.493813,0.548095,0.554061,-0.282332,-0.407077,-0.43684,-0.30271,-0.171418,-0.051979,-0.073379,-0.28019,-0.231989,0.012616,16.473084,4.346918,4.152535,2.572728,1.187563,1.215584,1.036796,1.029334,1.072997,0.920282,1.087008,1.155567,1.088803,0.991301,1.046585,0.939283,0.98153,1.036964,0.932259,0.82704,0.783065,0.708934,0.651657,0.545441,0.605508,0.605319,music
0.040517,2.58622,0.047729,0.026783,0.030857,0.022817,0.398126,0.030507,0.018221,0.020351,57.9063,112.520155,0.193639,13.447603,26.513394,22.741331,59.733335,0.097914,3.179963,28.920099,-0.027978,-3.368557,-2.407829,-0.181289,-2.163975,-1.488678,-2.038335,-0.757878,-0.953367,-0.312825,-0.778091,-0.168177,-0.3524,0.010688,0.022098,0.197527,-0.251418,0.161621,0.234904,0.38623,0.441021,0.329547,0.345123,0.19387,0.024094,0.075123,19.853976,4.310458,4.54466,1.689699,1.563593,1.481085,1.320221,1.111753,1.251422,1.019433,0.9958,0.953234,0.891707,0.654282,0.716132,0.75273,0.644678,0.783226,0.981987,1.027211,1.064472,0.858816,0.608286,0.630569,0.582317,0.450691,music
0.045283,2.752374,0.055289,0.029619,0.034784,0.03039,0.479331,0.041203,0.02223,0.025636,47.767703,86.517829,0.114114,12.330758,27.771327,24.21068,49.315549,0.056681,2.893763,31.875298,-5.017932,1.436982,-4.011115,-0.776396,-1.099226,-1.825629,-0.890246,-0.296299,-0.640795,-0.0506,-0.546555,0.329935,0.331128,0.272445,-0.223996,-0.11482,-0.100118,-0.123569,0.045303,0.084629,-0.25567,-0.358723,-0.154077,-0.106394,-0.249821,-0.346098,20.878237,6.540454,3.898417,1.780901,1.791197,1.393932,1.29765,1.214435,1.325092,1.2103,1.421253,1.600021,1.33683,1.12258,1.385374,1.29712,1.205196,0.942449,1.065235,1.151104,0.920575,1.012371,1.005223,0.732509,0.958409,0.865509,music
0.089799,2.906005,0.100845,0.059363,0.070544,0.043167,0.460111,0.058986,0.031415,0.035196,78.459524,143.932558,0.211189,12.453585,68.215569,17.553374,25.375706,0.06326,2.783356,49.22496,19.898972,-9.014389,-9.597146,-0.00999,1.89659,-2.911013,-1.798509,0.507847,0.326212,1.664638,0.860804,1.868698,1.719383,1.302894,1.462466,1.176768,0.375564,0.052819,0.501156,0.534343,0.343214,0.336161,0.070752,0.301563,-0.109225,-0.468669,10.204014,2.691562,4.333932,1.72475,1.939637,2.60062,1.702752,1.738359,1.346025,1.309416,1.124016,1.255712,1.430342,1.158403,1.257896,1.146549,1.118754,1.028752,1.124786,1.117759,0.963141,0.956973,0.842936,0.768087,0.800278,0.960352,music
0.139278,2.849848,0.064621,0.097359,0.112608,0.03833,0.479252,0.022376,0.031353,0.032397,74.48461,155.504651,0.264095,11.611847,96.475622,22.521904,84.700624,0.1023,2.319023,80.53826,31.971625,-6.000686,3.045154,-3.434106,-2.932822,-0.933067,0.582023,1.548028,0.814115,-0.126501,-0.063679,0.849825,1.191138,0.330622,0.014664,0.233952,-0.222228,0.045508,0.095321,0.162142,-0.327972,-0.298212,-0.011412,0.307291,-0.032811,-0.025301,11.211241,4.306538,3.148113,2.66804,2.185609,1.631425,1.620905,1.312662,1.372503,1.428888,1.142061,1.506163,1.485409,1.201209,1.310876,1.488758,1.403328,1.272151,1.098229,1.064178,1.010391,0.972558,0.70285,0.747681,0.786297,0.801339,music
0.062247,2.576166,0.035991,0.043599,0.050253,0.029358,0.488798,0.02961,0.026265,0.026147,36.920164,51.334109,0.100322,13.515164,17.706294,20.682239,45.80646,0.06498,2.846382,18.741572,-10.951451,2.420399,3.852845,-1.435539,-3.391572,-3.902749,-2.85263,-0.722161,-1.828385,-1.457234,-2.272827,-1.064048,-1.615938,-1.183954,-0.384381,-0.315023,-0.908576,-0.38479,-0.138007,-0.725732,-0.120855,-0.413307,-0.200977,-0.064735,-0.16039,0.133519,12.514483,5.101072,2.392783,3.271045,2.651109,2.001814,1.53313,1.721754,1.789279,1.408603,1.238414,1.251505,1.193721,1.297916,1.074327,1.082678,1.32726,1.132778,1.209537,1.235021,0.917499,0.764118,0.770163,0.808707,0.71586,0.644054,music
0.056004,3.081837,0.094702,0.036233,0.043417,0.020667,0.435952,0.036666,0.013899,0.016591,88.058474,185.034884,0.293046,10.230698,56.0916,24.033402,53.091039,0.114203,1.898407,47.055603,22.767257,-8.154017,-5.125735,1.331223,-0.7035,-0.716382,0.810805,1.106347,-0.631597,-0.041964,0.808884,0.303534,-0.125088,-0.183278,-0.161889,0.291003,-0.534895,-0.320475,0.038252,-0.05556,-0.172056,-0.191256,-0.19043,-0.331519,-0.262233,-0.027209,9.876753,4.552503,3.330249,2.036756,1.96649,1.388893,1.755498,1.340853,1.295528,1.173627,1.177114,0.9897,1.003079,0.971215,0.926942,1.007605,0.861961,0.712438,0.73411,0.726614,0.653206,0.622455,0.558281,0.616374,0.706788,0.58574,music
0.061058,2.897027,0.071356,0.041384,0.04803,0.035781,0.333989,0.028044,0.025776,0.029728,53.185797,95.718605,0.114373,11.180349,37.647401,17.663706,40.103054,0.050811,2.682746,31.603154,8.793195,2.180413,-6.983615,-2.560079,-2.236539,-1.726828,-1.697647,-0.870127,-1.874799,-0.401696,-0.011815,0.533414,0.455766,-0.107239,-0.023185,0.473151,0.230688,-0.185947,-0.134679,-0.288995,-0.128647,0.317568,0.11229,-0.164613,-0.241788,0.037945,19.840361,5.270481,2.819023,2.277368,1.365876,1.468454,1.190253,1.25549,1.145412,0.946628,1.0419,1.11868,0.928937,0.995903,0.991027,1.130376,0.955605,0.845104,1.002438,1.04774,1.024634,0.857581,0.671797,0.589359,0.75394,0.835058,music
0.059777,2.842017,0.070002,0.040348,0.047211,0.027943,0.465264,0.055849,0.020944,0.023319,88.672832,201.976744,0.313604,12.240341,47.210024,36.455043,79.112682,0.106118,2.327895,45.138376,16.188024,-9.666387,0.84698,0.146477,-0.42425,0.232516,-0.013863,-0.632571,-0.173053,0.230004,0.018437,0.070861,-0.172244,-0.083203,0.156179,0.405354,-0.182673,0.016955,0.156423,0.010867,-0.195082,-0.046654,-0.144941,-0.22718,-0.043239,-0.046584,12.360028,4.516153,3.468279,2.882522,2.510002,1.848253,1.800518,1.769393,1.411287,1.280836,1.216195,1.137255,1.25148,1.365386,1.25171,1.137514,1.146077,1.160341,1.027823,1.062198,0.885209,1.002666,0.963934,0.729281,0.863589,0.840444,music
0.081083,2.831201,0.067571,0.054763,0.06448,0.050475,0.489006,0.050797,0.03544,0.041154,78.180349,168.452713,0.256635,12.252981,65.951204,33.995255,79.897811,0.108235,2.365045,70.440682,17.808921,-7.772957,-0.462203,0.636546,-0.170653,0.79034,0.602438,-0.487993,0.7098,0.179958,-0.117226,0.257706,0.117962,0.761069,0.857029,0.916887,0.380896,-0.027563,-0.552401,-0.915385,-0.632694,-0.149883,-0.137769,0.116762,-0.022979,-0.079566,20.348006,4.952957,3.807603,2.453113,2.533732,1.92372,1.891884,1.633803,1.567535,1.376913,1.421247,1.511581,1.298058,1.419607,1.212041,1.268548,1.108154,1.149481,1.359545,1.14753,1.052526,0.943162,0.940608,0.712417,0.79509,0.857821,music
0.071279,2.948082,0.062281,0.048188,0.0567,0.036038,0.519806,0.035221,0.027219,0.030358,51.645123,104.099225,0.084093,11.630818,44.840708,16.453685,32.221343,0.022553,2.616445,37.889438,6.004226,3.63026,-10.533166,4.94865,2.533851,-0.069587,-1.007575,-3.474265,-1.356731,-0.614634,-0.533483,0.77758,-0.095221,0.219313,-0.653391,-0.401301,0.117619,-0.165222,0.333965,-0.080056,-0.042203,-0.102668,-0.217714,-0.050032,-0.171925,-0.144324,15.964046,3.24284,5.098768,2.945358,2.60859,1.504976,1.648657,1.392885,1.28666,1.103552,1.124451,1.149471,1.055214,0.987032,0.927831,0.895715,1.030997,1.076477,1.020127,0.851851,0.85721,0.74502,0.664715,0.792107,0.804481,0.598725,music
0.06475,3.054769,0.130596,0.045298,0.052144,0.039012,0.457459,0.047871,0.030957,0.032839,95.683354,166.264341,0.24983,11.167201,56.79115,15.077599,42.27007,0.100886,3.071958,30.448298,17.821412,-10.59937,-10.393935,-0.269388,0.38509,-7.173122,-4.340064,-0.344666,-2.417685,0.598735,1.663913,0.944832,1.214848,2.095449,1.656367,0.779001,0.303815,0.397149,0.509855,0.397563,-0.061491,0.134037,0.080191,0.062656,-0.089117,0.585431,8.336513,2.7369,3.960559,2.268938,3.410242,3.371679,2.313043,1.342311,1.621509,1.328031,1.612637,1.002509,1.165336,1.218498,1.072057,1.015955,0.740823,0.696367,0.866454,0.825883,0.720891,0.71675,0.659684,0.600397,0.518692,0.56407,music
0.037104,2.903545,0.112083,0.024845,0.028393,0.007465,0.320579,0.036583,0.006273,0.006692,112.274966,248.675969,0.414108,10.639778,41.736937,22.678763,49.324936,0.091951,1.947824,23.105264,20.060775,-13.254983,-2.61042,-0.12416,-1.342855,0.377327,-0.506147,0.2947,-0.314745,0.1424,0.151521,0.536298,0.206429,0.571226,0.104864,0.2307,0.404559,0.132553,-0.352798,0.068822,-0.297429,-0.33205,-0.150389,-0.036809,-0.155951,0.186881,7.198417,3.41141,2.662856,1.781734,1.261857,1.063284,1.393417,1.248983,1.260082,1.387034,1.090596,0.998414,1.253177,1.359697,1.375783,1.185881,1.14777,1.039665,0.993703,0.925465,0.782476,0.892165,0.78439,0.716607,0.724261,0.895944,music
